,song_name,artist_id,artist_name,type,uri_x,song_id,uri_y,duration_ms,explicit,popularity,playlist_id,playlist_name
87,Feel Alright,6IVta6osiP9HifjCLIw4cv,Zanski,artist,spotify:artist:6IVta6osiP9HifjCLIw4cv,1w4zsr8vQDFkVDOX22hEOF,spotify:track:1w4zsr8vQDFkVDOX22hEOF,253953,False,12,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
88,Sad,6sFHvCyqklnJpXC9Nh1aag,Alexander 23,artist,spotify:artist:6sFHvCyqklnJpXC9Nh1aag,5Ybp65SomeSJEj8xmUARdA,spotify:track:5Ybp65SomeSJEj8xmUARdA,163066,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
89,Martini Blue,0siBQaURCli5wn2lqv8WZg,DPR LIVE,artist,spotify:artist:0siBQaURCli5wn2lqv8WZg,7zDu3l7DDlfSlt20YMKkWo,spotify:track:7zDu3l7DDlfSlt20YMKkWo,195204,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
90,Softly,3l0CmX0FuQjFxr8SK7Vqag,Clairo,artist,spotify:artist:3l0CmX0FuQjFxr8SK7Vqag,4PvbbMYL4fkToni5BLaYRb,spotify:track:4PvbbMYL4fkToni5BLaYRb,185306,False,70,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
91,Hit Me Up,5FxD8fkQZ6KcsSYupDVoSO,Omar Apollo,artist,spotify:artist:5FxD8fkQZ6KcsSYupDVoSO,0Lhy1sDDdtUFY2pyq2ZVi9,spotify:track:0Lhy1sDDdtUFY2pyq2ZVi9,160000,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
92,Hit Me Up,6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,artist,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,0Lhy1sDDdtUFY2pyq2ZVi9,spotify:track:0Lhy1sDDdtUFY2pyq2ZVi9,160000,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
93,Hit Me Up,1rHOtdmGNr5vcYNw5v7QGC,Kenny Beats,artist,spotify:artist:1rHOtdmGNr5vcYNw5v7QGC,0Lhy1sDDdtUFY2pyq2ZVi9,spotify:track:0Lhy1sDDdtUFY2pyq2ZVi9,160000,True,64,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
94,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),4596e2d3KmYzAeVenjCxfj,Free Nationals,artist,spotify:artist:4596e2d3KmYzAeVenjCxfj,4ej94zqr9xYLbWphCH3TcD,spotify:track:4ej94zqr9xYLbWphCH3TcD,277046,True,52,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
95,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,artist,spotify:artist:20wkVLutqVOYrc0kxFs7rA,4ej94zqr9xYLbWphCH3TcD,spotify:track:4ej94zqr9xYLbWphCH3TcD,277046,True,52,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
96,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),1LeVJ5GPeYDOVUjxx1y7Rp,Unknown Mortal Orchestra,artist,spotify:artist:1LeVJ5GPeYDOVUjxx1y7Rp,4ej94zqr9xYLbWphCH3TcD,spotify:track:4ej94zqr9xYLbWphCH3TcD,277046,True,52,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
97,Shibuya,4596e2d3KmYzAeVenjCxfj,Free Nationals,artist,spotify:artist:4596e2d3KmYzAeVenjCxfj,5G7602PyF33hYDi4utEpoZ,spotify:track:5G7602PyF33hYDi4utEpoZ,144515,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
98,Shibuya,3jk39CGeaaSO3FPKNx1RUx,Syd,artist,spotify:artist:3jk39CGeaaSO3FPKNx1RUx,5G7602PyF33hYDi4utEpoZ,spotify:track:5G7602PyF33hYDi4utEpoZ,144515,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
99,Something About Us (instrumental),2fG76qj8LhS6jhyZuqaUkm,Kaminsky,artist,spotify:artist:2fG76qj8LhS6jhyZuqaUkm,3AqXknt2P2FDcgasp4VVNI,spotify:track:3AqXknt2P2FDcgasp4VVNI,261381,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
100,Paint California,5Lhxlge1CR1DrgDAje8Qaw,NoMBe,artist,spotify:artist:5Lhxlge1CR1DrgDAje8Qaw,2ZlgqiomIrjvkuWFDSVOLY,spotify:track:2ZlgqiomIrjvkuWFDSVOLY,207133,False,57,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
101,Downtown Love,55Z3Xi6ID6z799AyGHjr6u,Calvin Priice,artist,spotify:artist:55Z3Xi6ID6z799AyGHjr6u,5cnD97Kg28dJGGdBv72sDl,spotify:track:5cnD97Kg28dJGGdBv72sDl,196082,True,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
102,Baltisoul,1ew9xfiJEQ4Suu9JaqQn05,Ks French,artist,spotify:artist:1ew9xfiJEQ4Suu9JaqQn05,3VStQ5giIkRU9Rjh31TGH8,spotify:track:3VStQ5giIkRU9Rjh31TGH8,246368,False,41,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
103,Never Enough - CASSARA Remix,5Gn7NoCZvbVlGgtZMILRcv,Satin Jackets,artist,spotify:artist:5Gn7NoCZvbVlGgtZMILRcv,5FLjLgqVsITzgEV9KNncTr,spotify:track:5FLjLgqVsITzgEV9KNncTr,447261,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
104,Never Enough - CASSARA Remix,1hitzNXBW8lZ7ZRfIVMrYq,Niya Wells,artist,spotify:artist:1hitzNXBW8lZ7ZRfIVMrYq,5FLjLgqVsITzgEV9KNncTr,spotify:track:5FLjLgqVsITzgEV9KNncTr,447261,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
105,Never Enough - CASSARA Remix,7d3407kIJjwLd6N4aV4VLi,Cassara,artist,spotify:artist:7d3407kIJjwLd6N4aV4VLi,5FLjLgqVsITzgEV9KNncTr,spotify:track:5FLjLgqVsITzgEV9KNncTr,447261,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
106,Honest,5CwnPLe14OgA87UgZhzDBc,Koji.,artist,spotify:artist:5CwnPLe14OgA87UgZhzDBc,2HytB9M0U9L8fmrDFvDgXD,spotify:track:2HytB9M0U9L8fmrDFvDgXD,194157,False,44,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
107,Honest,1crlEwxm5dcQjCcgCJEyqg,Abhi//Dijon,artist,spotify:artist:1crlEwxm5dcQjCcgCJEyqg,2HytB9M0U9L8fmrDFvDgXD,spotify:track:2HytB9M0U9L8fmrDFvDgXD,194157,False,44,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
108,Move on Up,1mYvu9huHeR7ho3iGAgCsn,The Dynamics,artist,spotify:artist:1mYvu9huHeR7ho3iGAgCsn,2WaesAINqa4dKnLVu8JQKS,spotify:track:2WaesAINqa4dKnLVu8JQKS,292571,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
109,Get To Know (feat. Winston Surfshirt),4VivsO1n4n2Mi2Btyb5gfL,Cosmo's Midnight,artist,spotify:artist:4VivsO1n4n2Mi2Btyb5gfL,1LvASuCm9gPr9684FFNKdt,spotify:track:1LvASuCm9gPr9684FFNKdt,243599,False,56,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
110,Get To Know (feat. Winston Surfshirt),61HS7DjYDQIkKSeGvpqmJh,Winston Surfshirt,artist,spotify:artist:61HS7DjYDQIkKSeGvpqmJh,1LvASuCm9gPr9684FFNKdt,spotify:track:1LvASuCm9gPr9684FFNKdt,243599,False,56,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
111,Soaked,0Cp8WN4V8Tu4QJQwCN5Md4,BENEE,artist,spotify:artist:0Cp8WN4V8Tu4QJQwCN5Md4,5p80uI2FhYGQZJRfzy7mb6,spotify:track:5p80uI2FhYGQZJRfzy7mb6,240986,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
112,On Your Way Down,6wFwvxJkurQPU2UdeD4qVt,The Jungle Giants,artist,spotify:artist:6wFwvxJkurQPU2UdeD4qVt,6ECcJlfjh2F1LJxe74qKnJ,spotify:track:6ECcJlfjh2F1LJxe74qKnJ,225000,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
113,The Way That You Move,2aUr9B6iwO3eYiEHJIpB0M,Kwaku Asante,artist,spotify:artist:2aUr9B6iwO3eYiEHJIpB0M,1z0qfVExBs3b3dctr4ZlCD,spotify:track:1z0qfVExBs3b3dctr4ZlCD,220943,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
114,Yummy,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,artist,spotify:artist:1uNFoZAHBGtllmzznpCI3s,41L3O37CECZt3N7ziG2z7l,spotify:track:41L3O37CECZt3N7ziG2z7l,210426,False,76,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
115,Tiny Little Boy,6UdKtISMXYKSR8jcgtFePo,Rad Museum,artist,spotify:artist:6UdKtISMXYKSR8jcgtFePo,63oTx2gvxdNv9qGYQCA005,spotify:track:63oTx2gvxdNv9qGYQCA005,191000,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
116,Tiny Little Boy,3eCd0TZrBPm2n9cDG6yWfF,DEAN,artist,spotify:artist:3eCd0TZrBPm2n9cDG6yWfF,63oTx2gvxdNv9qGYQCA005,spotify:track:63oTx2gvxdNv9qGYQCA005,191000,False,47,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
117,Sao Paulo Sunset,6N4HlHINMvoTyAL0yhBUCk,Saib,artist,spotify:artist:6N4HlHINMvoTyAL0yhBUCk,0vTJP35J4M1PY9iAA8UmbV,spotify:track:0vTJP35J4M1PY9iAA8UmbV,207401,False,55,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
118,Ring,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,artist,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,11Ey4yJVeWEsA73KjACkVY,spotify:track:11Ey4yJVeWEsA73KjACkVY,148776,False,58,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
119,Just A While,7yuLFZmY5CuPf81al33Ot2,Sturla Atlas,artist,spotify:artist:7yuLFZmY5CuPf81al33Ot2,6GVWKfRIG6KkZ6DFCTYGva,spotify:track:6GVWKfRIG6KkZ6DFCTYGva,192333,False,21,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
120,Just A While,21SqAOtuXFpwygK1GNxjTm,Auður,artist,spotify:artist:21SqAOtuXFpwygK1GNxjTm,6GVWKfRIG6KkZ6DFCTYGva,spotify:track:6GVWKfRIG6KkZ6DFCTYGva,192333,False,21,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
121,Can't Help the Way,776HGV4QHksTaUaawD9DnE,Foley,artist,spotify:artist:776HGV4QHksTaUaawD9DnE,6CUugPwgI9yd0iPdMFkClA,spotify:track:6CUugPwgI9yd0iPdMFkClA,189857,False,3,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
122,Monte Claire,15GgEOJiFyjQm4tZ4D7qih,Cruel Santino,artist,spotify:artist:15GgEOJiFyjQm4tZ4D7qih,357A38eIc5S73mWDD9oei1,spotify:track:357A38eIc5S73mWDD9oei1,166153,True,32,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
123,Little Girl,17cTF8IhnRgPTFruvNlrIS,SASO,artist,spotify:artist:17cTF8IhnRgPTFruvNlrIS,7jhItbz47nxN7tAaiXf2R8,spotify:track:7jhItbz47nxN7tAaiXf2R8,174315,False,5,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
124,Goodnightmare,43nxlJkq1IwAYVZtTWo5kv,Fake Fake,artist,spotify:artist:43nxlJkq1IwAYVZtTWo5kv,4tUV3qVS1tIT5K2vbwo7Kh,spotify:track:4tUV3qVS1tIT5K2vbwo7Kh,209361,False,23,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
125,Dicaprio On Acid,4wiTMr3PA4rslJzqx4QO5f,neumodel,artist,spotify:artist:4wiTMr3PA4rslJzqx4QO5f,4HKl7nxuuky1ICnldu6Jvz,spotify:track:4HKl7nxuuky1ICnldu6Jvz,194546,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
126,Dicaprio On Acid,0YftE2ynFdKgdXdmNofUSg,Sirius Trema,artist,spotify:artist:0YftE2ynFdKgdXdmNofUSg,4HKl7nxuuky1ICnldu6Jvz,spotify:track:4HKl7nxuuky1ICnldu6Jvz,194546,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
127,You and I,4aEnNH9PuU1HF3TsZTru54,Caribou,artist,spotify:artist:4aEnNH9PuU1HF3TsZTru54,4lZlquzJF4AfND0nU5kcmj,spotify:track:4lZlquzJF4AfND0nU5kcmj,243946,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
128,Prime of Your Life,4AHuSBzDte0ospEtW9rL18,Saint DX,artist,spotify:artist:4AHuSBzDte0ospEtW9rL18,02fMscVZ46N4l46yHZQkqT,spotify:track:02fMscVZ46N4l46yHZQkqT,216546,False,35,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
129,Think,536BYVgOnRky0xjsPT96zl,Two Door Cinema Club,artist,spotify:artist:536BYVgOnRky0xjsPT96zl,5TocQE0LESbiqk6sd3Y5Hm,spotify:track:5TocQE0LESbiqk6sd3Y5Hm,231927,False,33,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
130,All Yours,16oEz0ihXl8elwxOS0YMNF,APRE,artist,spotify:artist:16oEz0ihXl8elwxOS0YMNF,76S0dx36oCAMgqfXlVUQeZ,spotify:track:76S0dx36oCAMgqfXlVUQeZ,173586,False,51,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
131,DaNcing in a RoOm,6JINIoM2HUR5ZNTJwoR9eC,EZI,artist,spotify:artist:6JINIoM2HUR5ZNTJwoR9eC,2zTjF6OGxklU5Ulv7iTf4R,spotify:track:2zTjF6OGxklU5Ulv7iTf4R,208605,False,0,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
132,Enginn eins og þú,21SqAOtuXFpwygK1GNxjTm,Auður,artist,spotify:artist:21SqAOtuXFpwygK1GNxjTm,3bzP8lZJWmuhpdnfDP1rTq,spotify:track:3bzP8lZJWmuhpdnfDP1rTq,181226,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
133,Feeling Good,1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,artist,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,72PwtNhRrZXNnYeRg5xQ46,spotify:track:72PwtNhRrZXNnYeRg5xQ46,237333,False,40,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
134,We Don't Need To Dance,4EDL1aHoT46jRLUjubeVNM,Castelle,artist,spotify:artist:4EDL1aHoT46jRLUjubeVNM,76c9yn9NDJDYswNcJIBT7c,spotify:track:76c9yn9NDJDYswNcJIBT7c,159094,False,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
135,We Don't Need To Dance,1NrFTpkB0RvbVLYl0p5Xvc,Nic Hanson,artist,spotify:artist:1NrFTpkB0RvbVLYl0p5Xvc,76c9yn9NDJDYswNcJIBT7c,spotify:track:76c9yn9NDJDYswNcJIBT7c,159094,False,34,5myx61jwlbF2iMDVWNK0Ps,wrist whippin
136,Fight Night,6oMuImdp5ZcFhWP0ESe6mG,Migos,artist,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,2n5gVJ9fzeX2SSWlLQuyS9,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,216247,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
137,Pipe It Up,6oMuImdp5ZcFhWP0ESe6mG,Migos,artist,spotify:artist:6oMuImdp5ZcFhWP0ESe6mG,6eBrlbv2HMYcldwjoMWIrC,spotify:track:6eBrlbv2HMYcldwjoMWIrC,206266,True,53,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
138,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",50co4Is1HCEo8bhOyUWKpn,Young Thug,artist,spotify:artist:50co4Is1HCEo8bhOyUWKpn,5ALc7rbru6QOLGodVSDocc,spotify:track:5ALc7rbru6QOLGodVSDocc,358506,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
139,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,artist,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,5ALc7rbru6QOLGodVSDocc,spotify:track:5ALc7rbru6QOLGodVSDocc,358506,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
140,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,artist,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,5ALc7rbru6QOLGodVSDocc,spotify:track:5ALc7rbru6QOLGodVSDocc,358506,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
141,"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",2hlmm7s2ICUX0LVIhVFlZQ,Gunna,artist,spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ,5ALc7rbru6QOLGodVSDocc,spotify:track:5ALc7rbru6QOLGodVSDocc,358506,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
142,With Them,50co4Is1HCEo8bhOyUWKpn,Young Thug,artist,spotify:artist:50co4Is1HCEo8bhOyUWKpn,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
143,With Them,50co4Is1HCEo8bhOyUWKpn,Young Thug,artist,spotify:artist:50co4Is1HCEo8bhOyUWKpn,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1V9wButKEb5GJDshdKUGeN,werk
144,With Them,50co4Is1HCEo8bhOyUWKpn,Young Thug,artist,spotify:artist:50co4Is1HCEo8bhOyUWKpn,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
145,With Them,50co4Is1HCEo8bhOyUWKpn,Young Thug,artist,spotify:artist:50co4Is1HCEo8bhOyUWKpn,0tISnxqgVmxqhVghsTi2Rr,spotify:track:0tISnxqgVmxqhVghsTi2Rr,197746,True,58,1V9wButKEb5GJDshdKUGeN,werk
146,F Cancer (Boosie) [feat. Quavo],50co4Is1HCEo8bhOyUWKpn,Young Thug,artist,spotify:artist:50co4Is1HCEo8bhOyUWKpn,1qPK58q90l8KNoWyXsLI2Y,spotify:track:1qPK58q90l8KNoWyXsLI2Y,249639,True,49,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
147,F Cancer (Boosie) [feat. Quavo],0VRj0yCOv2FXJNP47XQnx5,Quavo,artist,spotify:artist:0VRj0yCOv2FXJNP47XQnx5,1qPK58q90l8KNoWyXsLI2Y,spotify:track:1qPK58q90l8KNoWyXsLI2Y,249639,True,49,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
148,Champions,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,artist,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
149,Champions,13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,artist,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
150,Champions,0c173mlxpT3dSFRgMO8XPh,Big Sean,artist,spotify:artist:0c173mlxpT3dSFRgMO8XPh,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
151,Champions,17lzZA2AlOHwCwFALHttmp,2 Chainz,artist,spotify:artist:17lzZA2AlOHwCwFALHttmp,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
152,Champions,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,artist,spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
153,Champions,6Ha4aES39QiVjR0L2lwuwq,Yo Gotti,artist,spotify:artist:6Ha4aES39QiVjR0L2lwuwq,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
154,Champions,0VRj0yCOv2FXJNP47XQnx5,Quavo,artist,spotify:artist:0VRj0yCOv2FXJNP47XQnx5,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
155,Champions,7pFeBzX627ff0VnN6bxPR4,Desiigner,artist,spotify:artist:7pFeBzX627ff0VnN6bxPR4,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,334253,True,68,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
156,One of Those Nights (feat. The Weeknd),5gCRApTajqwbnHHPbr2Fpi,Juicy J,artist,spotify:artist:5gCRApTajqwbnHHPbr2Fpi,6Jc69KjFo9QNailcyDJh2I,spotify:track:6Jc69KjFo9QNailcyDJh2I,256026,True,56,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
157,One of Those Nights (feat. The Weeknd),1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,artist,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,6Jc69KjFo9QNailcyDJh2I,spotify:track:6Jc69KjFo9QNailcyDJh2I,256026,True,56,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
158,Low Life (feat. The Weeknd),1RyvyyTE3xzB2ZywiAwp0i,Future,artist,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,313546,True,75,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
159,Low Life (feat. The Weeknd),1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,artist,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,313546,True,75,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
160,Jumpman,3TVXtAsR1Inumwj472S9r4,Drake,artist,spotify:artist:3TVXtAsR1Inumwj472S9r4,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,205879,True,74,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
161,Jumpman,1RyvyyTE3xzB2ZywiAwp0i,Future,artist,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,205879,True,74,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
162,F*ck Up Some Commas,1RyvyyTE3xzB2ZywiAwp0i,Future,artist,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,49zD0wr2S3d0lZPib0K4e1,spotify:track:49zD0wr2S3d0lZPib0K4e1,237400,True,67,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
163,Bitches N Marijuana (feat. ScHoolboy Q),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,artist,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,3PiLfzEXHrvT1oJKR8PAJt,spotify:track:3PiLfzEXHrvT1oJKR8PAJt,254693,True,61,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
164,Bitches N Marijuana (feat. ScHoolboy Q),5LHRHt1k9lMyONurDHEdrp,Tyga,artist,spotify:artist:5LHRHt1k9lMyONurDHEdrp,3PiLfzEXHrvT1oJKR8PAJt,spotify:track:3PiLfzEXHrvT1oJKR8PAJt,254693,True,61,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
165,Bitches N Marijuana (feat. ScHoolboy Q),5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,artist,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,3PiLfzEXHrvT1oJKR8PAJt,spotify:track:3PiLfzEXHrvT1oJKR8PAJt,254693,True,61,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
166,No Shopping,6vXTefBL93Dj5IqAWq6OTv,French Montana,artist,spotify:artist:6vXTefBL93Dj5IqAWq6OTv,0Di26AbdtizzHkFstPyt7A,spotify:track:0Di26AbdtizzHkFstPyt7A,227727,True,47,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
167,No Shopping,3TVXtAsR1Inumwj472S9r4,Drake,artist,spotify:artist:3TVXtAsR1Inumwj472S9r4,0Di26AbdtizzHkFstPyt7A,spotify:track:0Di26AbdtizzHkFstPyt7A,227727,True,47,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
168,New Level (feat. Future),5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,artist,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,25rc1PFgPvtV6GFSloyOI0,spotify:track:25rc1PFgPvtV6GFSloyOI0,264973,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
169,New Level (feat. Future),1RyvyyTE3xzB2ZywiAwp0i,Future,artist,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,25rc1PFgPvtV6GFSloyOI0,spotify:track:25rc1PFgPvtV6GFSloyOI0,264973,True,57,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
170,Let It Bang (feat. ScHoolboy Q),5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,artist,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,4yJ61FeTLi14BHzJXzurPi,spotify:track:4yJ61FeTLi14BHzJXzurPi,151306,True,47,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
171,Let It Bang (feat. ScHoolboy Q),5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,artist,spotify:artist:5IcR3N7QB1j6KBL8eImZ8m,4yJ61FeTLi14BHzJXzurPi,spotify:track:4yJ61FeTLi14BHzJXzurPi,151306,True,47,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
172,Back Hurt (feat. Migos),5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,artist,spotify:artist:5dHt1vcEm9qb8fCyLcB3HL,4BWuRZe5uDrhcO3QDhNaxQ,spotify:track:4BWuRZe5uDrhcO3QDhNaxQ,216200,True,38,1Vu8EHOlNPBFVBxmKtGHlr,brrrat brrrat
